Gene	DMSO	PTX	EntrezID	Symbol	HumanGene	GeneID	Control	Treatment	Diff	Rank	RandomIndex	Label	group	rank
ZWILCH	0.0811449850140777	0.983321909984008	55055	ZWILCH	ZWILCH	55055	0.0811449850140777	0.983321909984008	0.90217692496993	17585	9351		top	282
LBX2	-0.635826950440495	0.278836341481989	85474	LBX2	LBX2	85474	-0.635826950440495	0.278836341481989	0.914663291922485	17612	7171		top	522
SLC24A4	0.25496049165935	1.15063589977915	123041	SLC24A4	SLC24A4	123041	0.25496049165935	1.15063589977915	0.895675408119799	17570	4730		top	184
HMSD	0.165922920892495	1.14096413068312	284293	HMSD	HMSD	284293	0.165922920892495	1.14096413068312	0.975041209790621	17720	5572		top	189
TPM3	-0.0902969937331598	1.27492194044627	7170	TPM3	TPM3	7170	-0.0902969937331598	1.27492194044627	1.36521893417943	18041	8145		top	128
FAM161A	0.0242584239048167	0.944406366613358	84140	FAM161A	FAM161A	84140	0.0242584239048167	0.944406366613358	0.920147942708541	17625	11433		top	307
PAICS	0.0165444582362024	1.20695301195644	10606	PAICS	PAICS	10606	0.0165444582362024	1.20695301195644	1.19040855372024	17953	10190		top	156
MFSD8	0.402561230359359	1.39265859416648	256471	MFSD8	MFSD8	256471	0.402561230359359	1.39265859416648	0.990097363807117	17737	4137		top	89
RASA2	0.228231055674972	1.37971213159698	5922	RASA2	RASA2	5922	0.228231055674972	1.37971213159698	1.15148107592201	17926	2231		top	93
CSN3	-0.532772244255396	0.53727819663392	1448	CSN3	CSN3	1448	-0.532772244255396	0.53727819663392	1.07005044088932	17858	14708		top	470
IL4R	0.0563107383972632	1.09957352829183	3566	IL4R	IL4R	3566	0.0563107383972632	1.09957352829183	1.04326278989457	17816	755		top	213
PCM1	-0.0676606823892707	1.01770619145533	5108	PCM1	PCM1	5108	-0.0676606823892707	1.01770619145533	1.08536687384461	17871	2935		top	262
SLMAP	0.608125700099906	2.36356713121621	7871	SLMAP	SLMAP	7871	0.608125700099906	2.36356713121621	1.7554414311163	18097	13690		top	7
MYO5C	0.608700917320093	1.77865356789277	55930	MYO5C	MYO5C	55930	0.608700917320093	1.77865356789277	1.16995265057268	17940	16373		top	27
OR4B1	-0.0636583815203899	1.04397989490519	119765	OR4B1	OR4B1	119765	-0.0636583815203899	1.04397989490519	1.10763827642558	17896	3345		top	243
NUDCD3	-0.319306106384911	1.16525778691646	23386	NUDCD3	NUDCD3	23386	-0.319306106384911	1.16525778691646	1.48456389330137	18071	5851		top	169
UBALD1	-0.227658865913839	0.664229685477115	124402	UBALD1	UBALD1	124402	-0.227658865913839	0.664229685477115	0.891888551390954	17559	18105		top	421.5
BPHL	-0.251584874814568	0.678470794303557	670	BPHL	BPHL	670	-0.251584874814568	0.678470794303557	0.930055669118125	17650	6237		top	414
MZT2A	-0.389179861342375	0.66476277511233	653784	MZT2A	MZT2A	653784	-0.389179861342375	0.66476277511233	1.05394263645471	17834	16117		top	420
CTBP2	0.00316399745693439	1.29377046683421	1488	CTBP2	CTBP2	1488	0.00316399745693439	1.29377046683421	1.29060646937727	18016	5217		top	123
ZWINT	-0.068423602070782	1.16929403701165	11130	ZWINT	ZWINT	11130	-0.068423602070782	1.16929403701165	1.23771763908243	17987	5710		top	166
EFCAB4B	0.40595198449941	2.18174548777702	84766	EFCAB4B	EFCAB4B	84766	0.40595198449941	2.18174548777702	1.77579350327761	18099	2153		top	9
DPYS	0.0159886167539584	1.09576574518315	1807	DPYS	DPYS	1807	0.0159886167539584	1.09576574518315	1.0797771284292	17865	10095		top	217
PTPDC1	-1.02500681178287	-0.0664458152463636	138639	PTPDC1	PTPDC1	138639	-1.02500681178287	-0.0664458152463636	0.958560996536507	17690	4060		top	551
SNX8	0.174345311979655	1.07965882263346	29886	SNX8	SNX8	29886	0.174345311979655	1.07965882263346	0.905313510653807	17593	13852		top	227
NFATC1	-0.182791922739245	0.721536821262661	4772	NFATC1	NFATC1	4772	-0.182791922739245	0.721536821262661	0.904328744001906	17590	12340		top	397
SLC25A40	0.748236505101269	1.67119792856599	55972	SLC25A40	SLC25A40	55972	0.748236505101269	1.67119792856599	0.92296142346472	17632	8304		top	36
FGF23	-0.479307317368533	0.880245221232199	8074	FGF23	FGF23	8074	-0.479307317368533	0.880245221232199	1.35955253860073	18040	2482		top	333
ARHGAP19	0.325330749901608	1.50137080191912	84986	ARHGAP19	ARHGAP19	84986	0.325330749901608	1.50137080191912	1.17604005201752	17943	4907		top	69
ESR1	-0.0464684690139566	0.946843347802909	2099	ESR1	ESR1	2099	-0.0464684690139566	0.946843347802909	0.993311816816866	17740	3019		top	303
CELF1	-0.560473494595986	0.453621201736349	10658	CELF1	CELF1	10658	-0.560473494595986	0.453621201736349	1.01409469633233	17777	11995		top	490
SLCO2A1	0.460537071236112	1.38470032746935	6578	SLCO2A1	SLCO2A1	6578	0.460537071236112	1.38470032746935	0.924163256233236	17636	12897		top	90
EPC2	0.462959038479005	1.69080801157566	26122	EPC2	EPC2	26122	0.462959038479005	1.69080801157566	1.22784897309666	17980	4221		top	33
NFKBIE	0.193714995004693	1.12504759728886	4794	NFKBIE	NFKBIE	4794	0.193714995004693	1.12504759728886	0.931332602284166	17651	7322		top	200
EDN1	0.57140262177954	1.48865280633615	1906	EDN1	EDN1	1906	0.57140262177954	1.48865280633615	0.917250184556611	17618	9461		top	72
DIRC1	0.985014077684599	1.99779148579697	116093	DIRC1	DIRC1	116093	0.985014077684599	1.99779148579697	1.01277740811237	17776	11809		top	15
DYX1C1	-0.238700009082377	0.654215215901302	161582	DYX1C1	DYX1C1	161582	-0.238700009082377	0.654215215901302	0.892915224983679	17563	15749		top	426
AMICA1	-0.356725500287609	0.837179194273094	120425	AMICA1	AMICA1	120425	-0.356725500287609	0.837179194273094	1.1939046945607	17958	13969		top	351
TMEM52	-0.150840119887379	0.871106541771381	339456	TMEM52	TMEM52	339456	-0.150840119887379	0.871106541771381	1.02194666165876	17785	8197		top	340
GSTP1	0.044942629650934	1.0396390221613	2950	GSTP1	GSTP1	2950	0.044942629650934	1.0396390221613	0.994696392510364	17742	13443		top	246
CHUK	0.111764705882353	1.37693244992765	1147	CHUK	CHUK	1147	0.111764705882353	1.37693244992765	1.2651677440453	18003	16539		top	97
LIN9	-0.0649056946504799	1.5953468890412	286826	LIN9	LIN9	286826	-0.0649056946504799	1.5953468890412	1.66025258369168	18092	854		top	50
ZBTB34	-0.729617631921528	0.263072119412078	403341	ZBTB34	ZBTB34	403341	-0.729617631921528	0.263072119412078	0.992689751333607	17739	17200		top	523
CASP3	0.224168205625019	2.23939532404234	836	CASP3	CASP3	836	0.224168205625019	2.23939532404234	2.01522711841732	18110	10623		top	8
OR4C3	-0.526111834337441	1.15448176071891	256144	OR4C3	OR4C3	256144	-0.526111834337441	1.15448176071891	1.68059359505635	18093	6781		top	180
UGT2B17	-0.107614059519845	0.857817378722108	7367	UGT2B17	UGT2B17	7367	-0.107614059519845	0.857817378722108	0.965431438241953	17706	16478		top	342
KLHDC8A	0.248284944446126	1.25744421597746	55220	KLHDC8A	KLHDC8A	55220	0.248284944446126	1.25744421597746	1.00915927153133	17768	13756		top	137
PARP16	0.287511731403833	1.58190541466758	54956	PARP16	PARP16	54956	0.287511731403833	1.58190541466758	1.29439368326375	18020	15989		top	52
SCRIB	-0.484756743665042	0.778463178737339	23513	SCRIB	SCRIB	23513	-0.484756743665042	0.778463178737339	1.26321992240238	18002	6577		top	378
VPRBP	-0.401289697556841	0.557230980123372	9730	VPRBP	VPRBP	9730	-0.401289697556841	0.557230980123372	0.958520677680213	17689	14739		top	463
CYLD	-0.524719203172777	0.776483131520829	1540	CYLD	CYLD	1540	-0.524719203172777	0.776483131520829	1.30120233469361	18022	9352		top	379
ALDH7A1	-0.241115921407163	0.874228923920494	501	ALDH7A1	ALDH7A1	501	-0.241115921407163	0.874228923920494	1.11534484532766	17904	7524		top	337
REV3L	-0.573582392298144	0.78219480618384	5980	REV3L	REV3L	5980	-0.573582392298144	0.78219480618384	1.35577719848198	18038	2523		top	374
KDM3A	0.0433078017619812	1.093062219176	55818	KDM3A	KDM3A	55818	0.0433078017619812	1.093062219176	1.04975441741401	17822	17663		top	221
ANO8	0.038812025067361	1.03293732389003	57719	ANO8	ANO8	57719	0.038812025067361	1.03293732389003	0.994125298822671	17741	18106		top	250
FAM47E-STBD1	0.167043080742333	1.062333409489	100631383	FAM47E-STBD1	FAM47E-STBD1	100631383	0.167043080742333	1.062333409489	0.895290328746663	17568	4679		top	237
CNPY3	-0.314008053041083	0.62420988500495	10695	CNPY3	CNPY3	10695	-0.314008053041083	0.62420988500495	0.938217938046033	17663	4668		top	440
TRDN	-0.330659077835972	1.10558982560353	10345	TRDN	TRDN	10345	-0.330659077835972	1.10558982560353	1.43624890343951	18063	5771		top	209
RPL34	-1.12754684992885	0.695186962150636	6164	RPL34	RPL34	6164	-1.12754684992885	0.695186962150636	1.82273381207949	18103	13586		top	407
ELP3	-0.839665768520481	0.129757824994288	55140	ELP3	ELP3	55140	-0.839665768520481	0.129757824994288	0.969423593514769	17711	14941		top	537
MORN4	-0.680905815748842	0.246820501104257	118812	MORN4	MORN4	118812	-0.680905815748842	0.246820501104257	0.927726316853099	17644	4213		top	525
HRH2	-0.25274136417305	1.37183002056203	3274	HRH2	HRH2	3274	-0.25274136417305	1.37183002056203	1.62457138473508	18091	1697		top	99
CCNC	-0.153546668281311	0.748876703982941	892	CCNC	CCNC	892	-0.153546668281311	0.748876703982941	0.902423372264253	17587	420		top	388
CHD8	0.168478096333747	1.24594471098926	57680	CHD8	CHD8	57680	0.168478096333747	1.24594471098926	1.07746661465552	17863	16233		top	141
NPPB	0.384668947352487	1.52798720584876	4879	NPPB	NPPB	4879	0.384668947352487	1.52798720584876	1.14331825849627	17921	1079		top	59
RPL7A	-0.904392843086797	0.101892468205011	6130	RPL7A	RPL7A	6130	-0.904392843086797	0.101892468205011	1.00628531129181	17764	7420		top	541
CBFA2T2	0.44240259150495	1.47894295940903	9139	CBFA2T2	CBFA2T2	9139	0.44240259150495	1.47894295940903	1.03654036790408	17808	10343		top	74
SLC39A12	0.074696497229875	0.990937476201356	221074	SLC39A12	SLC39A12	221074	0.074696497229875	0.990937476201356	0.916240978971481	17615	9379		top	275
CYP4A22	-0.00448820804698616	1.09904043865661	284541	CYP4A22	CYP4A22	284541	-0.00448820804698616	1.09904043865661	1.1035286467036	17889	17786		top	214
PTPN7	-0.216996155127002	0.706762622801005	5778	PTPN7	PTPN7	5778	-0.216996155127002	0.706762622801005	0.923758777928007	17635	5632		top	403
AGR2	-0.298289485634707	0.767801386033052	10551	AGR2	AGR2	10551	-0.298289485634707	0.767801386033052	1.06609087166776	17848	12894		top	382
MYL7	0.0676213254215737	0.986977381768335	58498	MYL7	MYL7	58498	0.0676213254215737	0.986977381768335	0.919356056346761	17622	11971		top	279
CRYBA1	0.170494384063456	1.0784022542076	1411	CRYBA1	CRYBA1	1411	0.170494384063456	1.0784022542076	0.907907870144145	17598	18042		top	228
STK40	-0.119530138354879	0.915771837636128	83931	STK40	STK40	83931	-0.119530138354879	0.915771837636128	1.03530197599101	17806	3805		top	315
ZUFSP	-0.350034815779117	0.873276978143325	221302	ZUFSP	ZUFSP	221302	-0.350034815779117	0.873276978143325	1.22331179392244	17978	8814		top	338
PPEF2	0.247210196482093	1.33009671769096	5470	PPEF2	PPEF2	5470	0.247210196482093	1.33009671769096	1.08288652120887	17868	14403		top	112
HBEGF	-0.5980745360419	0.517744269286422	1839	HBEGF	HBEGF	1839	-0.5980745360419	0.517744269286422	1.11581880532832	17905	7384		top	478
XKR3	-0.624988647028549	0.397113700403625	150165	XKR3	XKR3	150165	-0.624988647028549	0.397113700403625	1.02210234743217	17786	5894		top	507
MAD1L1	0.433289939753565	1.64343918970375	8379	MAD1L1	MAD1L1	8379	0.433289939753565	1.64343918970375	1.21014924995019	17971	16654		top	42
SFTPD	0.183185492416215	1.0761175843424	6441	SFTPD	SFTPD	6441	0.183185492416215	1.0761175843424	0.892932091926181	17564	10134		top	230
LUZP1	-0.265568708183222	0.975059020638185	7798	LUZP1	LUZP1	7798	-0.265568708183222	0.975059020638185	1.24062772882141	17989	15815		top	287
HERC4	-0.142678090278829	0.770619145533471	26091	HERC4	HERC4	26091	-0.142678090278829	0.770619145533471	0.913297235812299	17608	11384		top	381
SLTM	-0.595925040113832	0.408346660574214	79811	SLTM	SLTM	79811	-0.595925040113832	0.408346660574214	1.00427170068805	17761	14727		top	504
KLHL42	-0.901032363537283	0.00821757672682964	57542	KLHL42	KLHL42	57542	-0.901032363537283	0.00821757672682964	0.909249940264113	17602	13413		top	548
FAM71C	-0.307256819351518	0.914058335237225	196472	FAM71C	FAM71C	196472	-0.307256819351518	0.914058335237225	1.22131515458874	17977	11177		top	317
GFPT1	-0.00740032091065968	1.13959332876399	2673	GFPT1	GFPT1	2673	-0.00740032091065968	1.13959332876399	1.14699364967465	17923	15909		top	191
MTHFD2	-0.387847779358784	1.16384890716625	10797	MTHFD2	MTHFD2	10797	-0.387847779358784	1.16384890716625	1.55169668652503	18080	14304		top	172
ZNF281	0.272982955405528	1.27785393343995	23528	ZNF281	ZNF281	23528	0.272982955405528	1.27785393343995	1.00487097803442	17762	12415		top	126
TIPRL	-0.258660046622869	1.54428451755388	261726	TIPRL	TIPRL	261726	-0.258660046622869	1.54428451755388	1.80294456417675	18102	5674		top	55
RGS8	-0.724894795797887	0.182156728352753	85397	RGS8	RGS8	85397	-0.724894795797887	0.182156728352753	0.90705152415064	17595	11923		top	530
CLMP	-0.310042081680845	0.6938542380626	79827	CLMP	CLMP	79827	-0.310042081680845	0.6938542380626	1.00389631974345	17757	12171		top	408
OR11H12	-0.390148648239533	0.606160993069835	440153	OR11H12	OR11H12	440153	-0.390148648239533	0.606160993069835	0.996309641309367	17746	2481		top	450
LYSMD3	0.011986618630983	0.919922321224583	116068	LYSMD3	LYSMD3	116068	0.011986618630983	0.919922321224583	0.9079357025936	17599	2435		top	313
NHLRC2	-0.337834155793043	0.587236311019724	374354	NHLRC2	NHLRC2	374354	-0.337834155793043	0.587236311019724	0.925070466812767	17639	3247		top	456
PTPN5	0.299088734824862	1.27374152768258	84867	PTPN5	PTPN5	84867	0.299088734824862	1.27374152768258	0.974652792857722	17716	543		top	130
LY6G6F	0.0887469346977082	1.20181250475973	259215	LY6G6F	LY6G6F	259215	0.0887469346977082	1.20181250475973	1.11306557006202	17901	12442		top	159
KSR1	0.35884472162514	1.53640240651893	8844	KSR1	KSR1	8844	0.35884472162514	1.53640240651893	1.17755768489378	17945	5694		top	58
MPO	0.378704853016863	1.61503312771305	4353	MPO	MPO	4353	0.378704853016863	1.61503312771305	1.23632827469618	17984	6315		top	48
SCAPER	-0.774091005419152	0.130401340339654	49855	SCAPER	SCAPER	49855	-0.774091005419152	0.130401340339654	0.904492345758806	17591	655		top	536
FANCM	-0.882928158396658	0.0795217424415505	57697	FANCM	FANCM	57697	-0.882928158396658	0.0795217424415505	0.962449900838208	17701	4259		top	542
PPEF1	-0.36026762738034	0.620173634909756	5475	PPEF1	PPEF1	5475	-0.36026762738034	0.620173634909756	0.980441262290095	17728	9076		top	441
PRSS46	0.0279788683358058	0.987243926585942	100287362	PRSS46	PRSS46	100287362	0.0279788683358058	0.987243926585942	0.959265058250136	17692	12327		top	278
NCOA3	-0.290617904392843	0.602353209961161	8202	NCOA3	NCOA3	8202	-0.290617904392843	0.602353209961161	0.892971114354004	17565	14125		top	451
ALDH1L2	-0.867972510671793	0.0660993069834742	160428	ALDH1L2	ALDH1L2	160428	-0.867972510671793	0.0660993069834742	0.934071817655267	17657	14627		top	543
hsa-mir-92b	-0.634222397142079	0.377732084380474	693235	hsa-mir-92b	hsa-mir-92b	693235	-0.634222397142079	0.377732084380474	1.01195448152255	17775	12770		top	511
ENO1	-1.13063485816354	0.120657223364557	2023	ENO1	ENO1	2023	-1.13063485816354	0.120657223364557	1.2512920815281	17994	2102		top	539
GDF3	-0.304471557022191	0.632206229533166	9573	GDF3	GDF3	9573	-0.304471557022191	0.632206229533166	0.936677786555357	17661	1965		top	437
EID1	0.216505706760316	1.22606808316198	23741	EID1	EID1	23741	0.216505706760316	1.22606808316198	1.00956237640167	17770	5736		top	148
SMARCA5	-0.801489509854379	0.173322671540629	8467	SMARCA5	SMARCA5	8467	-0.801489509854379	0.173322671540629	0.974812181395008	17718	17148		top	531
ZNF461	-0.0919772335079168	1.09180565075013	92283	ZNF461	ZNF461	92283	-0.0919772335079168	1.09180565075013	1.18378288425805	17950	4131		top	222
HLA-DRA	-0.882534588719688	0.204268524864824	3122	HLA-DRA	HLA-DRA	3122	-0.882534588719688	0.204268524864824	1.08680311358451	17875	17040		top	528
