	featureCounts HCT116 KO 47 A: Counts
ENSG00000221491	0
ENSG00000281842	0
ENSG00000206612	1.070424982
ENSG00000207313	0
ENSG00000129315	1667.722122
ENSG00000257987	1.070424982
ENSG00000257653	0
ENSG00000174233	351.0993941
ENSG00000264201	0
ENSG00000257660	12.84509978
ENSG00000271547	3.211274946
ENSG00000207467	0
ENSG00000167535	256.9019957
ENSG00000174243	4409.080501
ENSG00000172602	63.15507394
ENSG00000199394	0
ENSG00000239617	1.070424982
ENSG00000272822	0
ENSG00000139537	19.26764968
ENSG00000134285	89.91569849
ENSG00000255863	0
ENSG00000134287	2636.456731
ENSG00000169884	336.1134443
ENSG00000200303	0
ENSG00000125084	1.070424982
ENSG00000181418	530.9307911
ENSG00000258283	0
ENSG00000257913	19.26764968
ENSG00000181929	1972.793242
ENSG00000167548	1059.720732
ENSG00000167550	42.81699928
ENSG00000277672	1.070424982
ENSG00000139549	0
ENSG00000257346	0
ENSG00000139636	264.3949705
ENSG00000123416	14983.8089
ENSG00000258017	6.422549892
ENSG00000200309	0
ENSG00000167552	2128.004864
ENSG00000167553	19551.3123
ENSG00000274017	1.070424982
ENSG00000258101	5.35212491
ENSG00000258232	3.211274946
ENSG00000258334	8.563399856
ENSG00000135406	29.9718995
ENSG00000135451	1697.694021
ENSG00000186897	97.40867336
ENSG00000178401	475.268692
ENSG00000123352	1628.116398
ENSG00000257954	8.563399856
ENSG00000257464	2.140849964
ENSG00000135519	523.4378162
ENSG00000187778	2986.4857
ENSG00000110844	186.2539469
ENSG00000257964	4.281699928
ENSG00000135436	9.633824838
ENSG00000199237	0
ENSG00000258284	2.140849964
ENSG00000257243	1.070424982
ENSG00000258104	0
ENSG00000161791	70.64804881
ENSG00000139644	17329.11003
ENSG00000257570	0
ENSG00000257730	0
ENSG00000167566	277.2400703
ENSG00000258057	12.84509978
ENSG00000186666	93.12697343
ENSG00000257253	0
ENSG00000242041	1.070424982
ENSG00000135472	7.492974874
ENSG00000258135	2.140849964
ENSG00000257771	5.35212491
ENSG00000167580	1.070424982
ENSG00000257588	2.140849964
ENSG00000257378	0
ENSG00000161798	0
ENSG00000086159	2.140849964
ENSG00000161800	4978.546591
ENSG00000110881	383.2121435
ENSG00000066117	1658.088297
ENSG00000167588	38.53529935
ENSG00000178449	430.3108428
ENSG00000272368	4.281699928
ENSG00000139624	1129.298356
ENSG00000050405	8753.935503
ENSG00000257298	4.281699928
ENSG00000257531	0
ENSG00000257256	0
ENSG00000221604	0
ENSG00000212496	0
ENSG00000278842	0
ENSG00000185958	10.70424982
ENSG00000244266	0
ENSG00000161813	3323.669569
ENSG00000066084	2304.624986
ENSG00000207136	1.070424982
ENSG00000200183	1.070424982
ENSG00000200428	0
ENSG00000271018	0
ENSG00000123268	925.9176094
ENSG00000271490	0
ENSG00000243075	1.070424982
ENSG00000186452	2.140849964
ENSG00000271621	0
ENSG00000185432	23.5493496
ENSG00000274156	0
ENSG00000199740	0
ENSG00000271596	1.070424982
ENSG00000214511	0
ENSG00000274797	0
ENSG00000110911	1323.045278
ENSG00000272028	0
ENSG00000199903	0
ENSG00000050426	1022.255858
ENSG00000110925	443.1559425
ENSG00000135457	1942.821342
ENSG00000244540	2.140849964
ENSG00000257246	4.281699928
ENSG00000200953	0
ENSG00000199824	0
ENSG00000184271	76.00017372
ENSG00000278126	13.91552477
ENSG00000183283	5293.251536
ENSG00000170545	1007.269908
ENSG00000110934	8.563399856
ENSG00000139610	2.140849964
ENSG00000139629	580.1703402
ENSG00000050438	51.38039913
ENSG00000271065	0
ENSG00000196876	97.40867336
ENSG00000257851	67.43677386
ENSG00000260122	0
ENSG00000260473	2.140849964
ENSG00000278451	0
ENSG00000261586	3.211274946
ENSG00000261308	0
ENSG00000259887	0
ENSG00000167612	2.140849964
ENSG00000258021	2.140849964
ENSG00000139567	49.23954917
ENSG00000135503	768.5651371
ENSG00000206992	1.070424982
ENSG00000161835	6.422549892
ENSG00000123358	267.6062455
ENSG00000259884	0
ENSG00000123395	644.3958391
ENSG00000257663	0
ENSG00000257542	2.140849964
ENSG00000272724	0
ENSG00000257989	1.070424982
ENSG00000167767	436.7333926
ENSG00000257137	4.281699928
ENSG00000258279	11.7746748
ENSG00000257649	0
ENSG00000135480	1729.806771
ENSG00000257671	7.492974874
ENSG00000170442	19.26764968
ENSG00000135477	1.070424982
ENSG00000257830	1.070424982
ENSG00000205426	13.91552477
ENSG00000257829	1.070424982
ENSG00000170523	1.070424982
ENSG00000274928	4.281699928
ENSG00000135443	0
ENSG00000161849	4.281699928
ENSG00000258253	0
ENSG00000161850	6.422549892
ENSG00000257500	0
ENSG00000257844	0
ENSG00000170454	1.070424982
ENSG00000185479	7.492974874
ENSG00000170465	4.281699928
ENSG00000205420	5.35212491
ENSG00000186081	2.140849964
ENSG00000139648	2.140849964
ENSG00000170484	5.35212491
ENSG00000170486	4.281699928
ENSG00000257495	4.281699928
ENSG00000186049	1.070424982
ENSG00000258120	1.070424982
ENSG00000172867	0
ENSG00000167768	3.211274946
ENSG00000189182	5.35212491
ENSG00000257700	0
ENSG00000257402	2.140849964
ENSG00000258036	1.070424982
ENSG00000257616	6.422549892
ENSG00000257343	1.070424982
ENSG00000257675	4.281699928
ENSG00000257125	1.070424982
ENSG00000258071	0
ENSG00000185069	2.140849964
ENSG00000257404	0
ENSG00000186442	4.281699928
ENSG00000170477	9.633824838
ENSG00000185640	1.070424982
ENSG00000257389	0
ENSG00000170423	2.140849964
ENSG00000241146	1.070424982
ENSG00000170421	76665.97806
ENSG00000111057	30013.64607
ENSG00000063046	23669.2372
ENSG00000257475	0
ENSG00000257337	58.87337401
ENSG00000111077	307.2119698
ENSG00000278108	0
ENSG00000167778	2000.624291
ENSG00000167779	1027.607983
ENSG00000167780	1.070424982
ENSG00000258074	0
ENSG00000238669	0
ENSG00000258016	34.25359942
ENSG00000257790	140.2256726
ENSG00000139631	175.549697
ENSG00000257808	1.070424982
ENSG00000139651	701.1283632
ENSG00000139626	6.422549892
ENSG00000172819	1476.11605
ENSG00000283536	1.070424982
ENSG00000182544	709.691763
ENSG00000135476	2497.301483
ENSG00000123349	5382.096809
ENSG00000257605	17.12679971
ENSG00000139637	1301.636778
ENSG00000094914	1721.243371
ENSG00000170374	0
ENSG00000185591	2409.526634
ENSG00000135409	6.422549892
ENSG00000205352	3484.233316
ENSG00000257379	0
ENSG00000197111	5622.94243
ENSG00000282977	2.140849964
ENSG00000273658	0
ENSG00000139625	149.8594975
ENSG00000270175	9.633824838
ENSG00000139546	882.0301851
ENSG00000267281	13.91552477
ENSG00000139574	0
ENSG00000170653	311.4936698
ENSG00000257550	0
ENSG00000275488	1.070424982
ENSG00000135390	3890.994809
ENSG00000213470	0
ENSG00000012822	329.6908944
ENSG00000260492	2.140849964
ENSG00000260030	0
ENSG00000253053	0
ENSG00000249641	2.140849964
ENSG00000123364	95.2678234
ENSG00000123407	5.35212491
ENSG00000228630	2.140849964
ENSG00000275589	0
ENSG00000277994	0
ENSG00000274817	1.070424982
ENSG00000277129	0
ENSG00000123388	1.070424982
ENSG00000251151	2.140849964
ENSG00000180818	39.60572433
ENSG00000273049	0
ENSG00000197757	115.6058981
ENSG00000207924	0
ENSG00000250133	16.05637473
ENSG00000180806	208.7328715
ENSG00000250451	20.33807466
ENSG00000037965	13.91552477
ENSG00000198353	13.91552477
ENSG00000273046	0
ENSG00000260597	9.633824838
ENSG00000172789	11.7746748
ENSG00000207571	0
ENSG00000248265	2.140849964
ENSG00000250654	2.140849964
ENSG00000249388	0
ENSG00000250432	0
ENSG00000202146	0
ENSG00000123415	997.6360832
ENSG00000250742	0
ENSG00000283073	1.070424982
ENSG00000260470	1.070424982
ENSG00000257534	2.140849964
ENSG00000248576	0
ENSG00000094916	2703.893504
ENSG00000241785	0
ENSG00000257596	24.61977459
ENSG00000258344	2.140849964
ENSG00000135486	49339.09869
ENSG00000123405	13.91552477
ENSG00000111481	6479.282416
ENSG00000207381	0
ENSG00000199122	0
ENSG00000264028	0
ENSG00000258137	3.211274946
ENSG00000258086	0
ENSG00000139572	5.35212491
ENSG00000161642	632.6211643
ENSG00000161638	2061.638515
ENSG00000257477	0
ENSG00000170627	6152.802796
ENSG00000123338	9.633824838
ENSG00000257824	0
ENSG00000123360	3.211274946
ENSG00000135447	10.70424982
ENSG00000257780	2.140849964
ENSG00000135413	0
ENSG00000161634	0
ENSG00000257634	0
ENSG00000270858	0
ENSG00000172551	1.070424982
ENSG00000135426	6.422549892
ENSG00000257870	0
ENSG00000123307	2.140849964
ENSG00000196534	1.070424982
ENSG00000257350	4.281699928
ENSG00000170605	0
ENSG00000224622	0
ENSG00000227423	4.281699928
ENSG00000179919	0
ENSG00000197706	2.140849964
ENSG00000213451	1.070424982
ENSG00000205331	2.140849964
ENSG00000188324	0
ENSG00000230307	3.211274946
ENSG00000205330	2.140849964
ENSG00000205329	0
ENSG00000257757	0
ENSG00000187857	0
ENSG00000203408	0
ENSG00000233606	0
ENSG00000257414	1.070424982
ENSG00000205328	2.140849964
ENSG00000179899	10.70424982
ENSG00000185821	0
ENSG00000258763	2.140849964
ENSG00000179695	0
ENSG00000184954	0
ENSG00000205327	0
ENSG00000234670	1.070424982
ENSG00000179626	1.070424982
ENSG00000179615	1.070424982
ENSG00000272937	0
ENSG00000175398	1.070424982
ENSG00000258921	0
ENSG00000272837	0
ENSG00000258907	3.211274946
ENSG00000270458	1.070424982
ENSG00000170439	187.3243718
ENSG00000135424	168.0567222
ENSG00000258311	28.90147451
ENSG00000135441	178.760972
ENSG00000135437	3.211274946
ENSG00000135404	6785.423961
ENSG00000258056	67.43677386
ENSG00000258045	0
ENSG00000257384	0
ENSG00000135414	166.9862972
ENSG00000205323	5.35212491
ENSG00000257390	0
ENSG00000257509	2.140849964
ENSG00000123353	568.3956654
ENSG00000135392	532.001216
ENSG00000182796	34.25359942
ENSG00000123342	11.7746748
ENSG00000257966	1.070424982
ENSG00000257569	0
ENSG00000170473	1090.763057
ENSG00000065357	1868.962019
ENSG00000273973	3.211274946
ENSG00000185664	71.71847379
ENSG00000123374	2914.767226
ENSG00000258554	0
ENSG00000111540	1252.397229
ENSG00000237493	18.19722469
ENSG00000139531	476.339117
ENSG00000123411	163.7750222
ENSG00000273890	0
ENSG00000257449	1.070424982
ENSG00000197728	14931.35807
ENSG00000065361	633.6915893
ENSG00000257411	0
ENSG00000170515	14067.52511
ENSG00000257553	0
ENSG00000229117	10824.13742
ENSG00000135482	199.0990466
ENSG00000139641	2804.513453
ENSG00000258345	0
ENSG00000258317	1.070424982
ENSG00000257809	0
ENSG00000196465	1133.580056
ENSG00000092841	8677.935329
ENSG00000258199	26.76062455
ENSG00000139613	1917.131143
ENSG00000181852	1019.044583
ENSG00000139579	1118.594106
ENSG00000139540	6.422549892
ENSG00000139645	1593.862798
ENSG00000135469	115.6058981
ENSG00000258260	1.070424982
ENSG00000062485	8885.597775
ENSG00000144785	0
ENSG00000257303	2.140849964
ENSG00000257740	11.7746748
ENSG00000257727	130.5918478
ENSG00000135473	398.1980933
ENSG00000110944	14.98594975
ENSG00000170581	533.071641
ENSG00000252206	0
ENSG00000175336	0
ENSG00000274823	0
ENSG00000259099	1.070424982
ENSG00000276272	9.633824838
ENSG00000274569	2.140849964
ENSG00000111602	3261.58492
ENSG00000135517	2.140849964
ENSG00000176422	355.381094
ENSG00000135423	0
ENSG00000257576	412.1136181
ENSG00000076067	765.3538621
ENSG00000201579	0
ENSG00000076108	2217.920563
ENSG00000110955	33644.52761
ENSG00000207031	1.070424982
ENSG00000110958	25171.04345
ENSG00000241217	0
ENSG00000196531	21236.16122
ENSG00000198056	1660.229147
ENSG00000025423	49.23954917
ENSG00000258679	4.281699928
ENSG00000273536	0
ENSG00000258816	0
ENSG00000212383	0
ENSG00000170426	1.070424982
ENSG00000278400	0
ENSG00000139547	6.422549892
ENSG00000278399	0
ENSG00000166856	0
ENSG00000166860	466.7052921
ENSG00000166863	6.422549892
ENSG00000166866	8.563399856
ENSG00000166881	902.3682598
ENSG00000166886	520.2265412
ENSG00000166888	1478.2569
ENSG00000123384	83.49314859
ENSG00000259125	0
ENSG00000221365	0
ENSG00000182379	305.0711199
ENSG00000182199	6683.733587
ENSG00000276727	0
ENSG00000185633	9.633824838
ENSG00000185482	81.35229863
ENSG00000258830	0
ENSG00000179912	366.0853438
ENSG00000201198	0
ENSG00000258001	0
ENSG00000175189	3.211274946
ENSG00000139269	7.492974874
ENSG00000111087	18.19722469
ENSG00000123329	7.492974874
ENSG00000166986	5379.955959
ENSG00000175197	187.3243718
ENSG00000208028	2.140849964
ENSG00000166987	529.8603661
ENSG00000175203	3722.938087
ENSG00000155980	78.14102368
ENSG00000166908	1436.510326
ENSG00000178498	2.140849964
ENSG00000240771	19.26764968
ENSG00000224713	2.140849964
ENSG00000135502	3.211274946
ENSG00000135454	705.4100631
ENSG00000242990	1.070424982
ENSG00000135506	2657.86523
ENSG00000257342	0
ENSG00000135439	631.5507394
ENSG00000255737	6.422549892
ENSG00000135452	223.7188212
ENSG00000135446	4052.628982
ENSG00000283621	0
ENSG00000139266	608.0013898
ENSG00000111012	246.1977459
ENSG00000037897	897.0161349
ENSG00000123427	140.2256726
ENSG00000257921	0
ENSG00000123297	1093.974332
ENSG00000135407	22.47892462
ENSG00000270039	8.563399856
ENSG00000206749	0
ENSG00000269903	0
ENSG00000175215	1087.551782
ENSG00000207789	0
ENSG00000257953	0
ENSG00000245651	2.140849964
ENSG00000273805	0
ENSG00000257698	25.69019957
ENSG00000166896	124.1692979
ENSG00000257159	0
ENSG00000222210	0
ENSG00000257668	0
ENSG00000257541	0
ENSG00000279134	0
ENSG00000279411	2.140849964
ENSG00000241423	0
ENSG00000258133	2.140849964
ENSG00000258231	6.422549892
ENSG00000257259	6.422549892
ENSG00000139263	318.9866446
ENSG00000257443	0
ENSG00000244390	0
ENSG00000257288	0
ENSG00000258214	4.281699928
ENSG00000212599	0
ENSG00000251931	1.070424982
ENSG00000257230	0
ENSG00000202471	0
ENSG00000118596	375.7191687
ENSG00000257146	0
ENSG00000237176	19.26764968
ENSG00000257294	2.140849964
ENSG00000258184	3.211274946
ENSG00000252607	0
ENSG00000251822	0
ENSG00000257865	0
ENSG00000257308	3.211274946
ENSG00000258336	0
ENSG00000198673	19.26764968
ENSG00000242922	2.140849964
ENSG00000257528	0
ENSG00000213363	36.39444939
ENSG00000257880	1.070424982
ENSG00000258316	0
ENSG00000135655	2317.470086
ENSG00000200814	1.070424982
ENSG00000275881	0
ENSG00000061987	690.4241134
ENSG00000257568	0
ENSG00000202034	0
ENSG00000221949	8.563399856
ENSG00000257354	14.98594975
ENSG00000199179	0
ENSG00000275180	9.633824838
ENSG00000111110	165.9158722
ENSG00000241941	0
ENSG00000213352	0
ENSG00000200296	0
ENSG00000252660	0
ENSG00000139239	444.2263675
ENSG00000257779	1.070424982
ENSG00000250517	2.140849964
ENSG00000257235	0
ENSG00000257664	0
ENSG00000166148	2.140849964
ENSG00000279444	3.211274946
ENSG00000257332	0
ENSG00000258117	0
ENSG00000177990	10.70424982
ENSG00000249753	5.35212491
ENSG00000257005	0
ENSG00000255583	6.422549892
ENSG00000240027	0
ENSG00000118600	781.4102368
ENSG00000255850	1.070424982
ENSG00000255642	110.2537731
ENSG00000196935	753.5791873
ENSG00000242087	4.281699928
ENSG00000256571	0
ENSG00000256399	2.140849964
ENSG00000255780	1.070424982
ENSG00000255886	0
ENSG00000255817	1.070424982
ENSG00000255629	0
ENSG00000174206	257.9724207
ENSG00000212298	0
ENSG00000243024	3.211274946
ENSG00000251788	0
ENSG00000185306	4.281699928
ENSG00000256192	0
ENSG00000256293	16.05637473
ENSG00000238440	0
ENSG00000184575	4481.8694
ENSG00000255566	3.211274946
ENSG00000277895	2.140849964
ENSG00000183735	1851.835219
ENSG00000153179	2212.568438
ENSG00000256199	0
ENSG00000223294	0
ENSG00000256670	0
ENSG00000266016	0
ENSG00000207546	0
ENSG00000225195	0
ENSG00000256314	0
ENSG00000280320	0
ENSG00000280181	0
ENSG00000135677	2098.032965
ENSG00000215159	0
ENSG00000111490	1376.566527
ENSG00000243020	1.070424982
ENSG00000255693	5.35212491
ENSG00000248995	2.140849964
ENSG00000221564	0
ENSG00000198671	1.070424982
ENSG00000156076	0
ENSG00000207099	0
ENSG00000255700	2.140849964
ENSG00000174106	811.3821363
ENSG00000276853	5.35212491
ENSG00000174099	125.2397229
ENSG00000250280	0
ENSG00000215208	1.070424982
ENSG00000250748	20.33807466
ENSG00000255866	0
ENSG00000256268	55.66209906
ENSG00000256915	10.70424982
ENSG00000213344	20.33807466
ENSG00000241749	54.59167408
ENSG00000149948	9337.317118
ENSG00000277945	12.84509978
ENSG00000197301	50.30997415
ENSG00000256083	11.7746748
ENSG00000276878	0
ENSG00000256259	0
ENSG00000213343	4.281699928
ENSG00000251857	0
ENSG00000139233	1718.032096
ENSG00000228144	0
ENSG00000239335	3.211274946
ENSG00000155957	81.35229863
ENSG00000090376	11.7746748
ENSG00000225422	4.281699928
ENSG00000256072	0
ENSG00000256777	1.070424982
ENSG00000222744	0
ENSG00000127311	211.9441464
ENSG00000155974	7.492974874
ENSG00000256285	1.070424982
ENSG00000256420	0
ENSG00000256248	0
ENSG00000257083	4.281699928
ENSG00000279310	0
ENSG00000255976	1.070424982
ENSG00000237766	0
ENSG00000111530	4616.742947
ENSG00000256037	1.070424982
ENSG00000256355	0
ENSG00000256172	1.070424982
ENSG00000203585	2.140849964
ENSG00000256077	0
ENSG00000127334	1001.917783
ENSG00000235872	0
ENSG00000255970	6.422549892
ENSG00000279505	1.070424982
ENSG00000255772	1.070424982
ENSG00000256835	0
ENSG00000255733	3.211274946
ENSG00000244432	0
ENSG00000236946	0
ENSG00000256708	0
ENSG00000111537	2.140849964
ENSG00000111536	1.070424982
ENSG00000127318	0
ENSG00000111554	280.4513453
ENSG00000251301	5.35212491
ENSG00000256273	0
ENSG00000273824	2.140849964
ENSG00000256075	1.070424982
ENSG00000256917	1.070424982
ENSG00000240087	211.9441464
ENSG00000274459	0
ENSG00000127314	2835.555777
ENSG00000234040	56.73252404
ENSG00000206650	0
ENSG00000234925	12.84509978
ENSG00000247363	34.25359942
ENSG00000241825	1.070424982
ENSG00000111581	3441.416317
ENSG00000233560	2.140849964
ENSG00000175782	307.2119698
ENSG00000256678	0
ENSG00000135679	3368.627418
ENSG00000256325	0
ENSG00000257181	0
ENSG00000256664	0
ENSG00000135678	1038.312233
ENSG00000252770	0
ENSG00000257289	0
ENSG00000257336	1.070424982
ENSG00000258140	3.211274946
ENSG00000111605	4194.995504
ENSG00000283476	0
ENSG00000257818	3.211274946
ENSG00000274979	3.211274946
ENSG00000090382	2.140849964
ENSG00000257764	0
ENSG00000127337	1096.115182
ENSG00000266185	0
ENSG00000241765	0
ENSG00000257507	1.070424982
ENSG00000166225	491.3250667
ENSG00000264405	0
ENSG00000283677	0
ENSG00000166226	18131.92877
ENSG00000198812	1.070424982
ENSG00000127325	20.33807466
ENSG00000279551	0
ENSG00000247131	6.422549892
ENSG00000127328	603.7196898
ENSG00000258052	0
ENSG00000166268	9.633824838
ENSG00000257815	13.91552477
ENSG00000257241	0
ENSG00000257139	1.070424982
ENSG00000257613	0
ENSG00000111596	1806.87737
ENSG00000279530	1.070424982
ENSG00000135643	168.0567222
ENSG00000222405	1.070424982
ENSG00000283533	0
ENSG00000258168	312.5640947
ENSG00000127329	28.90147451
ENSG00000277247	7.492974874
ENSG00000153233	34.25359942
ENSG00000257302	0
ENSG00000207387	0
ENSG00000257265	2.140849964
ENSG00000257454	0
ENSG00000258053	0
ENSG00000127324	6.422549892
ENSG00000139292	5.35212491
ENSG00000277223	1.070424982
ENSG00000257761	1.070424982
ENSG00000133858	651.888814
ENSG00000212461	1.070424982
ENSG00000173451	35.32402441
ENSG00000258064	0
ENSG00000139291	411.0431931
ENSG00000257515	1.070424982
ENSG00000080371	2522.991683
ENSG00000257410	0
ENSG00000257991	0
ENSG00000121749	1182.819605
ENSG00000257802	0
ENSG00000139287	12.84509978
ENSG00000258115	3.211274946
ENSG00000072657	411.0431931
ENSG00000236333	128.4509978
ENSG00000257287	0
ENSG00000257723	0
ENSG00000258235	1.070424982
ENSG00000258294	1.070424982
ENSG00000258123	2.140849964
ENSG00000257682	0
ENSG00000243164	0
ENSG00000252415	0
ENSG00000257750	2.140849964
ENSG00000201809	0
ENSG00000257587	0
ENSG00000258332	0
ENSG00000251138	9.633824838
ENSG00000258320	1.070424982
ENSG00000257183	0
ENSG00000257113	0
ENSG00000257364	0
ENSG00000253719	1588.510673
ENSG00000257386	0
ENSG00000257323	0
ENSG00000188646	0
ENSG00000257998	0
ENSG00000257434	3.211274946
ENSG00000166006	0
ENSG00000254451	3.211274946
ENSG00000258112	1.070424982
ENSG00000180881	178.760972
ENSG00000257823	1.070424982
ENSG00000273987	35.32402441
ENSG00000173401	21.40849964
ENSG00000180481	13.91552477
ENSG00000139278	6.422549892
ENSG00000257497	25.69019957
ENSG00000111615	2951.161675
ENSG00000258077	29.9718995
ENSG00000257777	3.211274946
ENSG00000258245	16.05637473
ENSG00000251893	14.98594975
ENSG00000258088	17.12679971
ENSG00000258091	0
ENSG00000243420	0
ENSG00000257329	1.070424982
ENSG00000198923	0
ENSG00000139289	12559.29631
ENSG00000257453	0
ENSG00000257839	0
ENSG00000187109	23112.61621
ENSG00000257941	0
ENSG00000258304	0
ENSG00000257872	1.070424982
ENSG00000252858	0
ENSG00000257219	6.422549892
ENSG00000223273	0
ENSG00000179941	341.4655692
ENSG00000091039	1788.680145
ENSG00000257526	5.35212491
ENSG00000213272	1.070424982
ENSG00000271142	3.211274946
ENSG00000243071	43.88742426
ENSG00000241045	0
ENSG00000258090	3.211274946
ENSG00000186908	510.5927164
ENSG00000175183	521.2969662
ENSG00000257910	0
ENSG00000257199	12.84509978
ENSG00000165891	511.6631414
ENSG00000257677	2.140849964
ENSG00000067798	115.6058981
ENSG00000257835	1.070424982
ENSG00000258066	0
ENSG00000258225	0
ENSG00000257220	2.140849964
ENSG00000258220	3.211274946
ENSG00000258084	2.140849964
ENSG00000257879	1.070424982
ENSG00000257165	1.070424982
ENSG00000257564	10.70424982
ENSG00000257948	0
ENSG00000067715	83.49314859
ENSG00000257191	4.281699928
ENSG00000257894	5.35212491
ENSG00000221788	0
ENSG00000257604	0
ENSG00000257474	2.140849964
ENSG00000257956	0
ENSG00000177425	1316.622728
ENSG00000258048	2.140849964
ENSG00000058272	1935.328367
ENSG00000277130	0
ENSG00000258044	0
ENSG00000201942	0
ENSG00000257557	13.91552477
ENSG00000271496	0
ENSG00000239473	1.070424982
ENSG00000238842	0
ENSG00000230291	102.7607983
ENSG00000165899	17.12679971
ENSG00000222880	0
ENSG00000139304	29.9718995
ENSG00000257786	3.211274946
ENSG00000257429	1.070424982
ENSG00000111046	1.070424982
ENSG00000111049	1.070424982
ENSG00000257741	2.140849964
ENSG00000111052	102.7607983
ENSG00000207763	0
ENSG00000258215	0
ENSG00000208022	0
ENSG00000111058	10.70424982
ENSG00000258026	2.140849964
ENSG00000265227	1.070424982
ENSG00000139220	16.05637473
ENSG00000257467	2.140849964
ENSG00000258162	4.281699928
ENSG00000258375	2.140849964
ENSG00000257609	1.070424982
ENSG00000257747	6.422549892
ENSG00000258193	0
ENSG00000133773	2154.765489
ENSG00000127720	183.0426719
ENSG00000257875	1.070424982
ENSG00000258170	5.35212491
ENSG00000257837	0
ENSG00000257431	3.211274946
ENSG00000179104	317.9162196
ENSG00000252220	0
ENSG00000213270	0
ENSG00000258338	0
ENSG00000257124	0
ENSG00000221148	0
ENSG00000257729	0
ENSG00000258358	2.140849964
ENSG00000257296	0
ENSG00000072041	24.61977459
ENSG00000258073	3.211274946
ENSG00000231738	8.563399856
ENSG00000133640	35.32402441
ENSG00000269916	5.35212491
ENSG00000180318	3.211274946
ENSG00000258815	0
ENSG00000257855	0
ENSG00000258206	0
ENSG00000198774	4.281699928
ENSG00000133636	2.140849964
ENSG00000182050	31.04232448
ENSG00000258178	0
ENSG00000257897	0
ENSG00000258185	0
ENSG00000280049	1.070424982
ENSG00000242850	0
ENSG00000258205	0
ENSG00000257648	0
ENSG00000258173	0
ENSG00000258128	7.492974874
ENSG00000257912	0
ENSG00000257940	0
ENSG00000258179	0
ENSG00000240721	1.070424982
ENSG00000165805	11.7746748
ENSG00000133641	1191.383005
ENSG00000198707	397.1276683
ENSG00000252747	0
ENSG00000257752	0
ENSG00000139324	916.2837846
ENSG00000199245	0
ENSG00000049130	430.3108428
ENSG00000281333	8.563399856
ENSG00000252850	0
ENSG00000278011	2.140849964
ENSG00000246363	0
ENSG00000257629	0
ENSG00000257156	2.140849964
ENSG00000238302	0
ENSG00000257820	0
ENSG00000139318	514.8744163
ENSG00000274021	2.140849964
ENSG00000271327	6.422549892
ENSG00000271259	2.140849964
ENSG00000139323	478.4799669
ENSG00000226982	6.422549892
ENSG00000257594	3.211274946
ENSG00000259075	0
ENSG00000270344	19.26764968
ENSG00000279939	0
ENSG00000258302	2.140849964
ENSG00000070961	1735.158896
ENSG00000271614	9.633824838
ENSG00000252207	0
ENSG00000257480	4.281699928
ENSG00000252823	0
ENSG00000258216	4.281699928
ENSG00000258290	0
ENSG00000257725	5.35212491
ENSG00000257194	1.070424982
ENSG00000258183	2.140849964
ENSG00000257995	0
ENSG00000257787	0
ENSG00000197651	3.211274946
ENSG00000196243	1.070424982
ENSG00000083782	3.211274946
ENSG00000139330	5.35212491
ENSG00000139329	3.211274946
ENSG00000011465	13.91552477
ENSG00000258148	0
ENSG00000258100	0
ENSG00000274647	0
ENSG00000277738	0
ENSG00000258125	0
ENSG00000258224	0
ENSG00000257893	0
ENSG00000257863	0
ENSG00000257242	8.563399856
ENSG00000133639	1148.566006
ENSG00000245904	6.422549892
ENSG00000239201	0
ENSG00000199895	0
ENSG00000277851	1.070424982
ENSG00000205057	0
ENSG00000257127	4.281699928
ENSG00000266923	0
ENSG00000205056	5.35212491
ENSG00000258262	0
ENSG00000214215	5.35212491
ENSG00000187510	6.422549892
ENSG00000102189	751.4383373
ENSG00000258012	1.070424982
ENSG00000257195	17.12679971
ENSG00000202534	0
ENSG00000257345	6.422549892
ENSG00000257322	2.140849964
ENSG00000207365	0
ENSG00000270506	0
ENSG00000256393	12.84509978
ENSG00000257746	1.070424982
ENSG00000257210	0
ENSG00000258171	4.281699928
ENSG00000201502	0
ENSG00000257512	7.492974874
ENSG00000257252	2.140849964
ENSG00000173598	1911.779018
ENSG00000177889	4854.377293
ENSG00000200011	0
ENSG00000198015	4728.067145
ENSG00000243015	0
ENSG00000258271	0
ENSG00000246985	26.76062455
ENSG00000120833	536.282916
ENSG00000186076	90.98612347
ENSG00000169372	290.0851701
ENSG00000258274	3.211274946
ENSG00000264978	0
ENSG00000258303	2.140849964
ENSG00000257283	2.140849964
ENSG00000271382	2.140849964
ENSG00000223126	2.140849964
ENSG00000257360	2.140849964
ENSG00000136040	36.39444939
ENSG00000258035	1.070424982
ENSG00000258172	1.070424982
ENSG00000258365	19.26764968
ENSG00000173588	624.0577645
ENSG00000244391	0
ENSG00000213250	4.281699928
ENSG00000278916	6.422549892
ENSG00000257400	1.070424982
ENSG00000244091	0
ENSG00000258357	22.47892462
ENSG00000236349	17.12679971
ENSG00000266099	0
ENSG00000057704	519.1561163
ENSG00000257847	1.070424982
ENSG00000216306	0
ENSG00000184752	1330.538253
ENSG00000120798	889.52316
ENSG00000180263	1158.19983
ENSG00000257121	0
ENSG00000237774	2.140849964
ENSG00000028203	2272.512237
ENSG00000202470	1.070424982
ENSG00000257666	2.140849964
ENSG00000212535	0
ENSG00000199172	0
ENSG00000265917	4.281699928
ENSG00000257943	6.422549892
